No,Number Per One Dimension,Gender,Size,Horizational Distance (CM),Vertical distance between shoulderes and table surface ,Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Width of shoulders ,Horizontal distance between eyes and head posture device ,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
4158,18,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),793,652,868,598
4159,19,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),809,658,866,595
4160,20,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),800,665,869,598
4161,21,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),813,670,872,596
4162,22,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),801,662,884,585
4163,23,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),808,668,862,593
4164,24,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),801,644,865,597
4165,25,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),824,644,889,602
4166,26,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),815,677,889,597
4167,27,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),816,649,887,595
4168,28,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),803,665,890,594
4169,29,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),815,670,879,601
4170,30,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),829,673,882,605
4171,31,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),815,667,877,606
4172,32,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),808,656,896,597
4173,33,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),815,654,869,594
4174,34,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),799,661,894,600
4175,35,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),812,671,892,593
4176,36,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),827,647,877,599
4177,37,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),808,661,903,603
4178,38,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),816,661,882,598
4179,39,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),828,663,867,599
4180,40,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),809,669,847,591
4181,41,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),799,663,903,595
4182,42,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),800,661,885,595
4183,43,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),825,677,897,594
4184,44,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),819,675,898,598
4185,45,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),810,665,888,592
4186,46,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),816,661,899,599
4187,47,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),824,675,900,604
4188,48,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),808,672,901,595
4189,49,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),826,679,887,593
4190,50,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),822,668,891,592
4191,51,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),799,674,912,596
4192,52,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),815,656,890,601
4193,53,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),822,653,884,596
4194,54,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),826,673,885,601
4195,55,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),820,678,875,597
4196,56,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),843,686,880,603
4197,57,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),811,686,915,585
4198,58,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),837,685,896,601
4199,59,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),811,681,899,603
4200,60,Male,L,80,40,54,48,44,77,Normal Shoulder,Poking Chin (Acceptable),813,674,907,591
4201,1,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),801,676,866,595
4202,2,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),805,663,820,599
4203,3,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),817,679,849,594
4204,4,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),813,674,837,593
4205,5,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),832,675,862,602
4206,6,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),797,682,901,600
4207,7,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),817,658,921,600
4208,8,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),806,662,913,599
4209,9,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),814,680,915,597
4210,10,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),796,667,912,596
4211,11,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),808,698,893,599
4212,12,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),819,673,918,608
4213,13,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),819,684,919,595
4214,14,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),834,690,931,600
4215,15,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),8190,674,900,597
4216,16,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),793,689,752,599
4217,17,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),830,691,797,592
4218,18,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),814,688,853,611
4219,19,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),822,666,877,598
4220,20,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),820,668,874,601
4221,21,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),824,675,866,605
4222,22,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),816,676,865,591
4223,23,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),825,689,812,590
4224,24,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),825,695,811,598
4225,25,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),821,668,813,598
4226,26,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),826,670,863,601
4227,27,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),805,677,855,600
4228,28,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),846,695,857,599
4229,29,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),817,695,869,606
4230,30,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),828,687,847,599
4231,31,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),828,690,861,603
4232,32,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),821,685,873,601
4233,33,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),834,694,851,602
4234,34,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),819,702,827,603
4235,35,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),821,653,833,600
4236,36,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),821,705,837,596
4237,37,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),842,713,847,605
4238,38,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),841,716,820,609
4239,39,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),830,694,853,608
4240,40,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),847,681,777,603
4241,41,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),825,684,760,607
4242,42,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),843,708,755,606
4243,43,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),8190,695,763,605
4244,44,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),848,676,757,606
4245,45,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),835,694,767,592
4246,46,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),844,690,748,609
4247,47,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),846,688,767,600
4248,48,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),835,719,748,609
4249,49,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),832,690,781,606
4250,50,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),832,714,789,605
4251,51,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),819,690,756,597
4252,52,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),838,712,786,604
4253,53,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),822,698,760,600
4254,54,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),852,695,752,603
4255,55,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),838,717,770,605
4256,56,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),815,705,757,602
4257,57,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),825,697,756,605
4258,58,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),827,698,777,600
4259,59,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),843,721,762,607
4260,60,Male,L,80,40,54,48,44,77,Normal Shoulder,Neutral Position(Best Position),856,729,754,613
4261,1,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,862,740,764,604
4262,2,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,856,737,756,600
4263,3,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,852,753,765,612
4264,4,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,868,742,777,611
4265,5,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,865,720,778,618
4266,6,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,870,720,770,610
4267,7,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,832,711,781,608
4268,8,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,859,725,783,607
4269,9,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,872,727,777,609
4270,10,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,858,734,765,606
4271,11,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,852,735,764,609
4272,12,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,859,716,772,608
4273,13,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,860,737,753,600
4274,14,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,847,719,763,606
4275,15,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,833,734,747,595
4276,16,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,8190,743,774,610
4277,17,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,874,738,765,606
4278,18,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,870,742,784,613
4279,19,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,879,739,877,602
4280,20,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,857,737,911,604
4281,21,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,865,720,912,600
4282,22,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,849,744,891,600
4283,23,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,849,745,886,598
4284,24,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,861,743,914,607
4285,25,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,840,745,878,609
4286,26,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,876,763,914,606
4287,27,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,881,749,884,616
4288,28,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,851,728,875,610
4289,29,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,844,720,906,612
4290,30,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,856,733,881,593
4291,31,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,871,760,961,610
4292,32,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,893,769,957,608
4293,33,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,884,779,830,610
4294,34,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,886,743,772,612
4295,35,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,933,746,768,614
4296,36,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,916,747,775,603
4297,37,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,890,746,733,617
4298,38,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,887,732,754,607
4299,39,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,904,744,758,607
4300,40,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,906,741,777,609
4301,41,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,892,758,788,603
4302,42,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,896,727,752,608
4303,43,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,896,722,783,610
4304,44,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,885,706,786,601
4305,45,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,902,730,763,601
4306,46,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,899,728,772,610
4307,47,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,902,771,757,612
4308,48,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,931,712,794,599
4309,49,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,924,735,781,605
4310,50,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,916,737,791,602
4311,51,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,926,748,756,609
4312,52,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,890,732,8190,611
4313,53,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,912,729,775,602
4314,54,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,901,714,773,614
4315,55,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,899,738,772,607
4316,56,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,883,712,755,608
4317,57,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,895,740,752,620
4318,58,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,920,752,763,621
4319,59,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,904,731,758,616
4320,60,Male,L,80,40,54,48,44,77,Normal Shoulder,Neck Extension,900,732,787,596
4321,1,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4322,2,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4323,3,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4324,4,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4325,5,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4326,6,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4327,7,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4328,8,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4329,9,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4330,10,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4331,11,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4332,12,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4333,13,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4334,14,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4335,15,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4336,16,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4337,17,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4338,18,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4339,19,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4340,20,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4341,21,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4342,22,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4343,23,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4344,24,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4345,25,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4346,26,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4347,27,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4348,28,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4349,29,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4350,30,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4351,31,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4352,32,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4353,33,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4354,34,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4355,35,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4356,36,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4357,37,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4358,38,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4359,39,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4360,40,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4361,41,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4362,42,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4363,43,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4364,44,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4365,45,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4366,46,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4367,47,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4368,48,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4369,49,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4370,50,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4371,51,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4372,52,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4373,53,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4374,54,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4375,55,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4376,56,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4377,57,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4378,58,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4379,59,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4380,60,,,,,,,,,Round Shoulder,Poking Chin (Extreme),,,,
4381,1,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4382,2,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4383,3,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4384,4,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4385,5,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4386,6,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4387,7,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4388,8,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4389,9,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4390,10,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4391,11,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4392,12,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4393,13,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4394,14,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4395,15,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4396,16,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4397,17,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4398,18,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4399,19,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4400,20,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4401,21,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4402,22,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4403,23,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4404,24,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4405,25,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4406,26,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4407,27,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4408,28,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4409,29,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4410,30,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4411,31,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4412,32,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4413,33,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4414,34,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4415,35,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4416,36,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4417,37,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4418,38,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4419,39,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4420,40,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4421,41,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4422,42,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4423,43,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4424,44,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4425,45,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4426,46,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4427,47,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4428,48,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4429,49,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4430,50,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4431,51,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4432,52,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4433,53,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4434,54,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4435,55,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4436,56,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4437,57,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4438,58,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4439,59,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4440,60,,,,,,,,,Round Shoulder,Poking Chin (Acceptable),,,,
4441,1,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4442,2,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4443,3,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4444,4,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4445,5,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4446,6,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4447,7,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4448,8,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4449,9,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4450,10,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4451,11,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4452,12,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4453,13,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4454,14,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4455,15,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4456,16,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4457,17,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4458,18,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4459,19,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4460,20,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4461,21,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4462,22,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4463,23,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4464,24,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4465,25,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4466,26,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4467,27,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4468,28,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4469,29,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4470,30,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4471,31,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4472,32,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4473,33,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
4474,34,,,,,,,,,Round Shoulder,Neutral Position(Best Position),,,,
