Subject No.,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
16,1701,21,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),854,737,845,763
16,1702,22,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),844,750,852,747
16,1703,23,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),841,724,847,770
16,1704,24,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),853,732,849,755
16,1705,25,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),840,694,853,765
16,1706,26,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),837,677,844,736
16,1707,27,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),840,672,835,747
16,1708,28,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),846,684,849,759
16,1709,29,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),844,685,837,758
16,1710,30,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),841,683,845,753
16,1711,31,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),845,695,853,752
16,1712,32,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),846,704,848,757
16,1713,33,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),850,691,846,761
16,1714,34,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),843,684,849,755
16,1715,35,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),845,700,848,758
16,1716,36,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),850,679,854,766
16,1717,37,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),833,688,848,740
16,1718,38,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),843,696,852,765
16,1719,39,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),845,690,852,743
16,1720,40,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),837,684,851,756
16,1721,41,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),842,692,859,761
16,1722,42,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),850,700,845,742
16,1723,43,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),851,680,847,754
16,1724,44,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),840,690,846,760
16,1725,45,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),847,679,845,769
16,1726,46,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),848,695,855,756
16,1727,47,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),849,682,851,757
16,1728,48,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),856,694,842,745
16,1729,49,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),855,686,854,753
16,1730,50,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),836,688,845,751
16,1731,51,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),848,703,846,760
16,1732,52,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),844,683,852,744
16,1733,53,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),841,690,843,748
16,1734,54,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),850,684,849,752
16,1735,55,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),847,695,837,748
16,1736,56,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),851,694,847,757
16,1737,57,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),830,688,853,747
16,1738,58,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),842,701,854,766
16,1739,59,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),846,667,853,755
16,1740,60,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),836,713,844,758
16,1741,1,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),846,677,851,746
16,1742,2,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),850,699,849,758
16,1743,3,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),842,708,846,760
16,1744,4,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),844,708,853,759
16,1745,5,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),840,729,846,745
16,1746,6,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),840,717,850,764
16,1747,7,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),842,732,846,751
16,1748,8,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),841,722,846,756
16,1749,9,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),847,700,848,760
16,1750,10,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),849,719,857,756
16,1751,11,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),853,691,847,752
16,1752,12,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),838,705,856,745
16,1753,13,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),845,722,844,754
16,1754,14,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),839,708,850,749
16,1755,15,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),841,722,853,756
16,1756,16,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),854,716,842,761
16,1757,17,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),849,724,850,767
16,1758,18,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),836,702,858,757
16,1759,19,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),845,713,846,761
16,1760,20,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),844,712,862,761
16,1761,21,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),841,723,853,765
16,1762,22,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),854,728,851,768
16,1763,23,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),846,724,845,760
16,1764,24,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),849,711,852,770
16,1765,25,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),850,715,843,772
16,1766,26,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),847,707,845,764
16,1767,27,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),842,702,843,765
16,1768,28,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),843,716,843,770
16,1769,29,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),847,719,858,751
16,1770,30,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),842,727,863,761
16,1771,31,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),845,717,856,760
16,1772,32,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),845,738,856,756
16,1773,33,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),840,706,845,762
16,1774,34,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),852,710,855,755
16,1775,35,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),845,700,856,748
16,1776,36,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),842,705,848,746
16,1777,37,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),838,717,857,757
16,1778,38,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),842,712,854,755
16,1779,39,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),844,688,852,760
16,1780,40,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),840,712,852,763
16,1781,41,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),848,721,849,759
16,1782,42,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),845,705,856,755
16,1783,43,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),842,705,850,750
16,1784,44,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),843,732,853,756
16,1785,45,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),853,696,844,750
16,1786,46,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),846,724,858,754
16,1787,47,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),841,721,856,758
16,1788,48,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),847,711,851,756
16,1789,49,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),841,709,842,769
16,1790,50,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),837,710,852,762
16,1791,51,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),852,708,848,751
16,1792,52,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),854,715,852,771
16,1793,53,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),861,743,849,758
16,1794,54,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),846,720,856,763
16,1795,55,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),848,720,857,750
16,1796,56,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),847,729,848,762
16,1797,57,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),853,731,847,758
16,1798,58,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),839,686,851,755
16,1799,59,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),838,722,847,760
16,1800,60,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Acceptable),849,706,850,759
16,1801,1,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),843,722,849,759
16,1802,2,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),848,725,846,766
16,1803,3,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),848,724,847,757
16,1804,4,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),857,749,863,763
16,1805,5,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),848,743,858,765
16,1806,6,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),853,727,849,757
16,1807,7,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),843,738,855,751
16,1808,8,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),851,723,847,759
16,1809,9,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),849,741,845,769
16,1810,10,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),848,722,854,760
16,1811,11,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),847,726,855,754
16,1812,12,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),849,735,852,773
16,1813,13,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),856,718,858,757
16,1814,14,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),852,739,860,767
16,1815,15,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),853,732,854,755
16,1816,16,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),847,720,847,767
16,1817,17,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),855,728,864,751
16,1818,18,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),848,730,856,765
16,1819,19,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),850,728,850,764
16,1820,20,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),844,706,855,755
16,1821,21,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),845,708,848,760
16,1822,22,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),854,722,854,765
16,1823,23,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),858,738,845,764
16,1824,24,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),851,732,854,769
16,1825,25,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),860,746,854,758
16,1826,26,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),850,720,852,759
16,1827,27,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),849,729,844,765
16,1828,28,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),857,734,846,762
16,1829,29,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),843,717,855,762
16,1830,30,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),844,731,850,750
16,1831,31,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),842,727,863,766
16,1832,32,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),852,716,851,761
16,1833,33,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),848,737,845,756
16,1834,34,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),852,725,853,770
16,1835,35,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),848,709,851,755
16,1836,36,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),855,730,860,764
16,1837,37,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),849,715,853,757
16,1838,38,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),850,737,853,760
16,1839,39,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),859,733,852,764
16,1840,40,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),851,721,858,757
16,1841,41,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),850,728,853,767
16,1842,42,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),855,716,851,766
16,1843,43,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),847,729,863,748
16,1844,44,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),844,722,853,758
16,1845,45,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),851,735,847,770
16,1846,46,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),850,726,849,759
16,1847,47,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),843,704,844,763
16,1848,48,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),846,723,851,768
16,1849,49,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),851,738,856,771
16,1850,50,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),847,737,844,762
16,1851,51,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),852,727,853,764
16,1852,52,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),856,711,852,752
16,1853,53,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),854,747,851,763
16,1854,54,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),854,726,860,751
16,1855,55,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),843,727,865,756
16,1856,56,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),856,711,854,763
16,1857,57,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),839,732,856,765
16,1858,58,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),855,727,853,756
16,1859,59,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),845,729,848,760
16,1860,60,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neutral Position(Best Position),843,737,855,770
16,1861,1,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,857,733,850,758
16,1862,2,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,854,720,854,763
16,1863,3,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,849,735,848,762
16,1864,4,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,857,737,862,754
16,1865,5,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,854,730,849,764
16,1866,6,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,855,718,849,766
16,1867,7,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,849,716,856,757
16,1868,8,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,856,724,864,760
16,1869,9,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,852,722,856,760
16,1870,10,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,838,723,848,750
16,1871,11,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,858,730,860,768
16,1872,12,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,854,752,863,763
16,1873,13,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,850,742,864,764
16,1874,14,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,849,754,854,758
16,1875,15,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,843,754,847,767
16,1876,16,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,850,748,856,775
16,1877,17,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,851,743,856,766
16,1878,18,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,849,735,848,762
16,1879,19,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,855,739,852,756
16,1880,20,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,849,738,860,771
16,1881,21,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,847,746,852,769
16,1882,22,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,849,737,858,765
16,1883,23,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,859,746,849,770
16,1884,24,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Neck Extension,850,730,851,774
