Subject No.,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
16,1453,13,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),870,679,861,772
16,1454,14,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),864,671,865,770
16,1455,15,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),868,677,871,770
16,1456,16,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),873,689,867,775
16,1457,17,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),863,690,862,789
16,1458,18,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),871,660,860,780
16,1459,19,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),858,673,872,779
16,1460,20,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),856,674,863,766
16,1461,21,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),858,684,865,777
16,1462,22,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),856,694,872,767
16,1463,23,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),863,693,869,779
16,1464,24,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),872,674,861,780
16,1465,25,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),876,687,877,781
16,1466,26,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),867,682,869,763
16,1467,27,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),866,676,870,775
16,1468,28,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),875,690,860,775
16,1469,29,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),870,690,864,773
16,1470,30,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),869,680,858,780
16,1471,31,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),876,687,859,768
16,1472,32,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),858,687,874,785
16,1473,33,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),866,683,860,779
16,1474,34,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),867,668,859,773
16,1475,35,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),864,689,877,762
16,1476,36,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),872,680,873,781
16,1477,37,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),862,680,863,754
16,1478,38,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),876,698,875,775
16,1479,39,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),861,670,867,785
16,1480,40,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),867,667,867,764
16,1481,41,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),873,687,873,772
16,1482,42,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),866,669,870,771
16,1483,43,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),870,688,862,785
16,1484,44,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),859,675,867,771
16,1485,45,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),868,683,850,768
16,1486,46,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),863,663,865,771
16,1487,47,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),865,674,862,771
16,1488,48,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),862,666,864,770
16,1489,49,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),862,678,859,752
16,1490,50,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),854,677,857,777
16,1491,51,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),867,685,863,782
16,1492,52,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),859,688,876,760
16,1493,53,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),860,684,866,764
16,1494,54,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),862,676,864,772
16,1495,55,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),865,685,861,776
16,1496,56,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),879,672,853,788
16,1497,57,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),870,670,859,766
16,1498,58,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),866,668,867,774
16,1499,59,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),861,674,866,771
16,1500,60,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Extreme),865,685,865,779
16,1501,1,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),857,674,865,777
16,1502,2,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),856,686,870,766
16,1503,3,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),869,716,875,765
16,1504,4,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),863,683,877,775
16,1505,5,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),883,690,864,778
16,1506,6,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),867,696,860,768
16,1507,7,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),868,694,870,767
16,1508,8,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),875,706,872,775
16,1509,9,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),875,709,855,773
16,1510,10,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),866,695,878,761
16,1511,11,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),863,702,869,776
16,1512,12,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),861,688,876,778
16,1513,13,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),873,721,878,790
16,1514,14,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),862,704,865,775
16,1515,15,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),868,708,864,756
16,1516,16,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),867,706,875,777
16,1517,17,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),854,689,867,774
16,1518,18,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),868,692,867,781
16,1519,19,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),873,722,856,781
16,1520,20,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),858,696,859,786
16,1521,21,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),867,719,873,773
16,1522,22,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),880,706,869,781
16,1523,23,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),871,705,879,767
16,1524,24,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),860,701,871,785
16,1525,25,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),858,694,871,785
16,1526,26,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),866,691,871,772
16,1527,27,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),863,710,876,772
16,1528,28,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),872,711,860,774
16,1529,29,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),873,717,868,765
16,1530,30,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),881,699,868,782
16,1531,31,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),868,701,871,785
16,1532,32,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),857,715,876,779
16,1533,33,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),872,724,872,776
16,1534,34,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),865,697,867,757
16,1535,35,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),862,703,872,788
16,1536,36,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),868,718,865,771
16,1537,37,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),859,710,864,784
16,1538,38,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),864,711,865,782
16,1539,39,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),863,703,866,774
16,1540,40,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),867,691,875,772
16,1541,41,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),869,698,866,766
16,1542,42,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),868,711,864,770
16,1543,43,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),862,709,872,781
16,1544,44,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),862,696,867,772
16,1545,45,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),869,698,871,768
16,1546,46,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),870,709,869,769
16,1547,47,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),870,724,874,773
16,1548,48,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),858,722,864,802
16,1549,49,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),869,732,875,771
16,1550,50,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),870,679,870,786
16,1551,51,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),866,697,873,768
16,1552,52,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),864,708,872,772
16,1553,53,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),863,714,868,772
16,1554,54,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),869,708,869,787
16,1555,55,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),867,697,862,770
16,1556,56,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),870,710,865,779
16,1557,57,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),866,683,869,780
16,1558,58,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),860,702,861,784
16,1559,59,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),874,706,867,784
16,1560,60,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Poking Chin (Acceptable),870,693,866,782
16,1561,1,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),871,709,867,776
16,1562,2,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),867,684,868,766
16,1563,3,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),863,718,863,771
16,1564,4,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),877,702,865,774
16,1565,5,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),871,719,874,782
16,1566,6,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,722,878,764
16,1567,7,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,729,854,777
16,1568,8,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),866,716,872,772
16,1569,9,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),871,725,866,788
16,1570,10,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),869,744,860,773
16,1571,11,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),859,717,869,775
16,1572,12,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),877,724,878,772
16,1573,13,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),867,727,867,776
16,1574,14,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),875,719,879,782
16,1575,15,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),867,727,877,769
16,1576,16,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),871,730,867,779
16,1577,17,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),874,716,868,783
16,1578,18,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,725,874,770
16,1579,19,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,742,869,777
16,1580,20,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),870,721,878,779
16,1581,21,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),869,722,873,781
16,1582,22,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),870,735,864,771
16,1583,23,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),870,731,871,782
16,1584,24,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),869,729,863,773
16,1585,25,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),855,727,864,769
16,1586,26,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),866,722,868,786
16,1587,27,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,724,873,772
16,1588,28,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),867,706,878,777
16,1589,29,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),870,711,863,786
16,1590,30,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),869,714,866,776
16,1591,31,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),862,727,881,770
16,1592,32,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),872,723,872,788
16,1593,33,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),856,712,868,776
16,1594,34,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),862,713,872,775
16,1595,35,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),869,717,866,780
16,1596,36,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),871,719,868,788
16,1597,37,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),867,715,869,786
16,1598,38,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),872,722,859,770
16,1599,39,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),870,722,861,778
16,1600,40,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),868,713,863,771
16,1601,41,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),867,717,873,775
16,1602,42,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),873,739,855,770
16,1603,43,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),866,700,867,776
16,1604,44,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),862,722,872,775
16,1605,45,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,721,869,775
16,1606,46,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),856,716,864,785
16,1607,47,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,734,861,787
16,1608,48,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),856,716,865,775
16,1609,49,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),866,724,871,774
16,1610,50,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,701,870,773
16,1611,51,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),864,721,863,769
16,1612,52,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),872,718,873,775
16,1613,53,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),872,726,874,787
16,1614,54,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),864,721,870,783
16,1615,55,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),866,720,872,774
16,1616,56,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),865,710,869,781
16,1617,57,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),869,732,870,793
16,1618,58,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),864,703,867,770
16,1619,59,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),868,725,866,779
16,1620,60,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neutral Position(Best Position),874,709,868,783
16,1621,1,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,864,715,865,785
16,1622,2,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,869,725,867,769
16,1623,3,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,874,735,873,769
16,1624,4,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,882,739,871,787
16,1625,5,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,865,749,864,769
16,1626,6,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,867,737,867,787
16,1627,7,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,864,725,882,782
16,1628,8,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,870,723,869,790
16,1629,9,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,872,722,862,775
16,1630,10,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,868,737,876,774
16,1631,11,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,872,739,855,780
16,1632,12,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,865,711,872,789
16,1633,13,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,876,724,861,779
16,1634,14,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,871,724,881,787
16,1635,15,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,871,709,872,784
16,1636,16,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,879,732,871,776
16,1637,17,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,860,726,871,771
16,1638,18,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,865,728,870,772
16,1639,19,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,875,730,867,781
16,1640,20,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,862,717,875,789
16,1641,21,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,863,745,874,778
16,1642,22,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,859,727,877,784
16,1643,23,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,884,726,874,783
16,1644,24,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,871,724,872,769
16,1645,25,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,869,728,874,772
16,1646,26,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,863,729,867,769
16,1647,27,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,868,720,873,785
16,1648,28,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,868,729,878,780
16,1649,29,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,875,726,867,778
16,1650,30,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,866,722,876,768
16,1651,31,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,877,731,860,784
16,1652,32,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,873,735,862,773
16,1653,33,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,868,736,871,784
16,1654,34,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,876,731,870,780
16,1655,35,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,867,722,872,791
16,1656,36,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,867,725,875,777
16,1657,37,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,879,733,870,789
16,1658,38,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,875,733,875,782
16,1659,39,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,864,708,876,782
16,1660,40,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,872,734,868,779
16,1661,41,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,880,728,867,787
16,1662,42,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,877,737,874,773
16,1663,43,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,875,739,878,771
16,1664,44,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,862,729,879,788
16,1665,45,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,873,742,871,797
16,1666,46,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,877,729,867,799
16,1667,47,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,867,722,875,770
16,1668,48,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,864,742,872,777
16,1669,49,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,861,738,868,783
16,1670,50,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,872,722,864,786
16,1671,51,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,879,728,864,786
16,1672,52,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,864,747,871,769
16,1673,53,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,867,719,874,781
16,1674,54,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,872,725,875,777
16,1675,55,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,877,746,876,776
16,1676,56,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,872,712,865,774
16,1677,57,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,872,724,874,785
16,1678,58,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,860,731,865,766
16,1679,59,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,867,737,883,790
16,1680,60,Female,S,38,28,26,43,50,48,80,76,Round Shoulder,Neck Extension,871,727,877,783
16,1681,1,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),874,733,860,784
16,1682,2,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),855,720,850,769
16,1683,3,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),850,701,852,778
16,1684,4,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),856,723,856,783
16,1685,5,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),852,727,860,763
16,1686,6,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),850,736,865,775
16,1687,7,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),857,740,861,773
16,1688,8,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),848,722,854,771
16,1689,9,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),867,714,872,771
16,1690,10,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),854,710,866,760
16,1691,11,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),856,708,847,762
16,1692,12,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),853,719,858,771
16,1693,13,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),854,715,865,769
16,1694,14,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),851,711,876,767
16,1695,15,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),854,723,859,781
16,1696,16,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),848,723,862,770
16,1697,17,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),858,718,852,767
16,1698,18,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),856,703,859,771
16,1699,19,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),851,696,858,777
16,1700,20,Female,S,38,28,26,43,50,48,80,76,Acceptable Round Shoulder,Poking Chin (Extreme),850,703,858,771
