,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture,Head Posture,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 4-2
3329,3330,30,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,829,780,795,694,-86
3330,3331,31,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,834,771,792,687,-84
3331,3332,32,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,826,774,797,674,-100
3332,3333,33,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,846,751,795,692,-59
3333,3334,34,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,833,762,796,691,-71
3334,3335,35,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,821,759,796,681,-78
3335,3336,36,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,838,755,797,688,-67
3336,3337,37,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,823,775,793,688,-87
3337,3338,38,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,836,756,797,679,-77
3338,3339,39,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,834,758,795,687,-71
3339,3340,40,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,822,775,804,666,-109
3340,3341,41,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,825,760,797,690,-70
3341,3342,42,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,838,764,802,670,-94
3342,3343,43,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,835,772,787,678,-94
3343,3344,44,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,835,762,799,682,-80
3344,3345,45,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,828,758,796,683,-75
3345,3346,46,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,829,763,798,705,-58
3346,3347,47,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,828,770,796,686,-84
3347,3348,48,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,835,757,804,682,-75
3348,3349,49,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,828,752,797,691,-61
3349,3350,50,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,829,758,799,691,-67
3350,3351,51,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,834,762,806,695,-67
3351,3352,52,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,833,748,802,688,-60
3352,3353,53,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,836,769,803,660,-109
3353,3354,54,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,835,767,797,681,-86
3354,3355,55,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,833,766,796,689,-77
3355,3356,56,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,841,773,810,685,-88
3356,3357,57,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,838,778,793,686,-92
3357,3358,58,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,828,756,799,697,-59
3358,3359,59,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,830,761,798,684,-77
3359,3360,60,Male,L,44,37,35,54,48,48,70,67,Acceptable Round Shoulder,Neck Extension,833,765,800,685,-80
3360,3361,1,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),816,766,796,685,-81
3361,3362,2,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,776,806,656,-120
3362,3363,3,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),837,754,812,672,-82
3363,3364,4,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),838,746,786,668,-78
3364,3365,5,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),842,752,803,671,-81
3365,3366,6,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),844,748,796,670,-78
3366,3367,7,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),843,743,787,661,-82
3367,3368,8,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),844,741,796,685,-56
3368,3369,9,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,750,800,676,-74
3369,3370,10,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),833,745,797,674,-71
3370,3371,11,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),850,732,800,655,-77
3371,3372,12,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),842,749,809,675,-74
3372,3373,13,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),834,739,799,660,-79
3373,3374,14,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,750,792,670,-80
3374,3375,15,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),836,725,803,662,-63
3375,3376,16,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),844,736,802,666,-70
3376,3377,17,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,743,807,676,-67
3377,3378,18,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),838,740,794,664,-76
3378,3379,19,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),825,731,795,656,-75
3379,3380,20,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),840,743,798,676,-67
3380,3381,21,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),828,731,800,681,-50
3381,3382,22,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),842,740,785,672,-68
3382,3383,23,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),848,727,790,671,-56
3383,3384,24,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,723,792,656,-67
3384,3385,25,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),840,726,793,683,-43
3385,3386,26,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),832,729,789,662,-67
3386,3387,27,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),831,722,794,677,-45
3387,3388,28,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),836,735,799,662,-73
3388,3389,29,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),833,716,795,668,-48
3389,3390,30,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),837,731,791,674,-57
3390,3391,31,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),834,718,791,679,-39
3391,3392,32,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),841,715,797,662,-53
3392,3393,33,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),845,750,789,691,-59
3393,3394,34,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,718,793,676,-42
3394,3395,35,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,736,791,665,-71
3395,3396,36,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),843,718,806,669,-49
3396,3397,37,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),826,723,795,673,-50
3397,3398,38,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),828,722,795,661,-61
3398,3399,39,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),825,714,787,662,-52
3399,3400,40,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),827,703,800,665,-38
3400,3401,41,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),831,722,789,672,-50
3401,3402,42,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),825,730,793,686,-44
3402,3403,43,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),814,722,796,669,-53
3403,3404,44,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),830,716,796,665,-51
3404,3405,45,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),838,715,807,664,-51
3405,3406,46,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),831,728,796,674,-54
3406,3407,47,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),831,716,790,664,-52
3407,3408,48,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),839,719,790,674,-45
3408,3409,49,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),831,717,793,671,-46
3409,3410,50,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),833,714,800,658,-56
3410,3411,51,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),828,705,783,668,-37
3411,3412,52,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),832,711,788,666,-45
3412,3413,53,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),837,709,795,675,-34
3413,3414,54,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),840,722,796,680,-42
3414,3415,55,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),833,720,791,667,-53
3415,3416,56,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),823,717,795,674,-43
3416,3417,57,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),817,725,795,679,-46
3417,3418,58,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),843,717,786,673,-44
3418,3419,59,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),824,715,791,665,-50
3419,3420,60,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Extreme),826,710,786,663,-47
3420,3421,1,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),829,764,793,671,-93
3421,3422,2,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),836,776,800,669,-107
3422,3423,3,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),822,766,797,670,-96
3423,3424,4,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),838,773,793,664,-109
3424,3425,5,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),827,777,797,667,-110
3425,3426,6,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),831,755,798,684,-71
3426,3427,7,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),829,756,792,670,-86
3427,3428,8,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),839,762,792,673,-89
3428,3429,9,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),822,760,792,661,-99
3429,3430,10,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),833,765,788,661,-104
3430,3431,11,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),837,766,798,665,-101
3431,3432,12,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),836,767,795,679,-88
3432,3433,13,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),830,759,791,675,-84
3433,3434,14,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),841,770,800,690,-80
3434,3435,15,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),840,761,801,666,-95
3435,3436,16,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),835,783,799,673,-110
3436,3437,17,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),825,771,795,666,-105
3437,3438,18,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),834,766,798,675,-91
3438,3439,19,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),830,773,801,668,-105
3439,3440,20,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),830,765,795,687,-78
3440,3441,21,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),829,769,789,671,-98
3441,3442,22,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),841,775,789,671,-104
3442,3443,23,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),832,766,799,675,-91
3443,3444,24,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),835,762,792,660,-102
3444,3445,25,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),843,769,796,663,-106
3445,3446,26,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),832,768,801,664,-104
3446,3447,27,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),831,765,790,668,-97
3447,3448,28,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),834,768,791,665,-103
3448,3449,29,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),840,777,797,660,-117
3449,3450,30,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),828,758,786,662,-96
3450,3451,31,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),832,770,787,679,-91
3451,3452,32,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),835,764,801,672,-92
3452,3453,33,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),839,754,795,679,-75
3453,3454,34,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),837,764,795,661,-103
3454,3455,35,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),833,751,793,664,-87
3455,3456,36,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),832,761,793,674,-87
3456,3457,37,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),821,762,796,669,-93
3457,3458,38,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),817,761,795,677,-84
3458,3459,39,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),826,754,792,668,-86
3459,3460,40,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),829,757,792,671,-86
3460,3461,41,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),823,756,796,673,-83
3461,3462,42,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),829,768,794,667,-101
3462,3463,43,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),829,763,792,676,-87
3463,3464,44,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),828,753,798,668,-85
3464,3465,45,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),831,764,789,664,-100
3465,3466,46,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),828,750,796,680,-70
3466,3467,47,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),831,748,795,669,-79
3467,3468,48,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),831,759,798,671,-88
3468,3469,49,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),837,758,785,667,-91
3469,3470,50,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),833,749,800,673,-76
3470,3471,51,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),829,770,786,675,-95
3471,3472,52,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),833,771,799,675,-96
3472,3473,53,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),823,751,791,663,-88
3473,3474,54,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),833,771,796,670,-101
3474,3475,55,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),836,765,798,662,-103
3475,3476,56,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),832,749,789,667,-82
3476,3477,57,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),828,768,800,677,-91
3477,3478,58,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),830,764,786,653,-111
3478,3479,59,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),822,760,795,658,-102
3479,3480,60,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Poking Chin (Acceptable),840,753,794,674,-79
3480,3481,1,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),846,784,782,660,-124
3481,3482,2,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),843,787,797,666,-121
3482,3483,3,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),842,783,801,669,-114
3483,3484,4,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),835,778,794,674,-104
3484,3485,5,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),849,797,802,664,-133
3485,3486,6,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),844,790,802,673,-117
3486,3487,7,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),834,788,795,671,-117
3487,3488,8,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),824,782,793,663,-119
3488,3489,9,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),837,796,791,665,-131
3489,3490,10,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),840,795,786,673,-122
3490,3491,11,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),840,800,796,671,-129
3491,3492,12,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),826,785,797,665,-120
3492,3493,13,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),834,788,797,676,-112
3493,3494,14,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),831,791,796,678,-113
3494,3495,15,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),829,778,798,660,-118
3495,3496,16,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),838,788,800,657,-131
3496,3497,17,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),832,794,803,674,-120
3497,3498,18,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),833,790,789,670,-120
3498,3499,19,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),843,779,791,674,-105
3499,3500,20,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),843,783,796,663,-120
3500,3501,21,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),833,772,794,667,-105
3501,3502,22,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),838,788,793,667,-121
3502,3503,23,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),825,791,795,658,-133
3503,3504,24,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),833,785,794,669,-116
3504,3505,25,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),832,774,792,672,-102
3505,3506,26,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),836,787,788,681,-106
3506,3507,27,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),830,770,789,668,-102
3507,3508,28,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),836,792,794,678,-114
3508,3509,29,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),839,770,795,669,-101
3509,3510,30,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),829,778,792,668,-110
3510,3511,31,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),837,785,801,676,-109
3511,3512,32,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),831,779,789,677,-102
3512,3513,33,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),826,771,797,664,-107
3513,3514,34,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),828,786,792,664,-122
3514,3515,35,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),838,778,797,675,-103
3515,3516,36,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),825,778,794,673,-105
3516,3517,37,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),841,794,794,662,-132
3517,3518,38,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),832,780,787,670,-110
3518,3519,39,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),833,778,796,667,-111
3519,3520,40,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),840,783,790,663,-120
3520,3521,41,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),841,776,796,659,-117
3521,3522,42,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),825,789,796,656,-133
3522,3523,43,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),840,795,798,663,-132
3523,3524,44,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),840,779,783,675,-104
3524,3525,45,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),841,784,791,660,-124
3525,3526,46,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),844,777,791,664,-113
3526,3527,47,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),812,784,798,674,-110
3527,3528,48,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),837,775,802,670,-105
3528,3529,49,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),828,780,790,667,-113
3529,3530,50,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),829,789,793,676,-113
3530,3531,51,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),838,774,788,665,-109
3531,3532,52,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),835,781,790,672,-109
3532,3533,53,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),838,799,787,660,-139
3533,3534,54,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),831,778,789,674,-104
3534,3535,55,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),833,779,788,669,-110
3535,3536,56,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),828,790,802,684,-106
3536,3537,57,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),839,779,792,661,-118
3537,3538,58,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),834,768,799,675,-93
3538,3539,59,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),831,781,797,666,-115
3539,3540,60,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neutral Position(Best Position),830,766,799,672,-94
3540,3541,1,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,850,776,788,670,-106
3542,3543,3,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,842,812,789,653,-159
3543,3544,4,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,840,807,788,663,-144
3544,3545,5,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,828,807,787,655,-152
3545,3546,6,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,824,814,794,680,-134
3546,3547,7,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,844,815,793,667,-148
3547,3548,8,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,845,810,787,670,-140
3548,3549,9,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,836,814,799,676,-138
3549,3550,10,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,841,816,805,672,-144
3550,3551,11,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,833,813,792,677,-136
3551,3552,12,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,841,842,797,673,-169
3552,3553,13,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,837,812,787,667,-145
3553,3554,14,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,856,830,795,664,-166
3554,3555,15,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,853,839,802,679,-160
3555,3556,16,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,842,826,800,673,-153
3556,3557,17,Male,L,44,37,35,54,48,48,70,67,Normal Shoulder,Neck Extension,839,840,800,673,-167
