,No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture,Head Posture,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 4-2
4065,4066,46,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,866,855,868,685,-170
4066,4067,47,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,873,862,879,680,-182
4067,4068,48,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,875,858,884,666,-192
4068,4069,49,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,875,854,868,662,-192
4069,4070,50,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,851,867,692,-159
4070,4071,51,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,867,845,878,683,-162
4071,4072,52,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,871,844,873,679,-165
4072,4073,53,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,869,866,876,688,-178
4073,4074,54,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,868,834,869,699,-135
4074,4075,55,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,868,847,879,654,-193
4075,4076,56,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,877,862,875,686,-176
4076,4077,57,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,861,851,866,687,-164
4077,4078,58,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,870,842,867,698,-144
4078,4079,59,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,869,862,890,687,-175
4079,4080,60,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,870,848,877,697,-151
4080,4081,1,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),868,812,878,656,-156
4081,4082,2,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,783,880,666,-117
4082,4083,3,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),884,778,879,676,-102
4083,4084,4,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,772,882,683,-89
4084,4085,5,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),865,771,874,693,-78
4085,4086,6,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),889,762,883,666,-96
4086,4087,7,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,781,880,671,-110
4087,4088,8,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),877,764,878,680,-84
4088,4089,9,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,768,882,677,-91
4089,4090,10,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,786,883,659,-127
4090,4091,11,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),876,773,900,684,-89
4091,4092,12,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),874,779,880,687,-92
4092,4093,13,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),890,776,880,676,-100
4093,4094,14,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,779,876,674,-105
4094,4095,15,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),862,771,881,667,-104
4095,4096,16,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,773,884,687,-86
4096,4097,17,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),891,768,885,679,-89
4097,4098,18,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),887,767,893,694,-73
4098,4099,19,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,785,888,688,-97
4099,4100,20,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),885,775,871,674,-101
4100,4101,21,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),884,758,883,666,-92
4101,4102,22,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),878,764,879,662,-102
4102,4103,23,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,781,875,667,-114
4103,4104,24,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),872,780,875,656,-124
4104,4105,25,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),881,768,877,678,-90
4105,4106,26,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),867,765,880,658,-107
4106,4107,27,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,773,876,684,-89
4107,4108,28,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),868,763,877,681,-82
4108,4109,29,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),873,786,881,668,-118
4109,4110,30,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),869,773,877,690,-83
4110,4111,31,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),873,760,877,691,-69
4111,4112,32,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,754,866,707,-47
4112,4113,33,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,758,877,696,-62
4113,4114,34,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),884,756,877,691,-65
4114,4115,35,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),866,763,882,685,-78
4115,4116,36,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,757,878,691,-66
4116,4117,37,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),878,753,889,689,-64
4117,4118,38,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),866,770,879,685,-85
4118,4119,39,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),879,774,877,669,-105
4119,4120,40,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,760,884,688,-72
4120,4121,41,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),876,764,881,668,-96
4121,4122,42,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),888,771,875,680,-91
4122,4123,43,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,790,873,682,-108
4123,4124,44,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),877,759,883,675,-84
4124,4125,45,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),885,764,874,697,-67
4125,4126,46,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,757,886,699,-58
4126,4127,47,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,776,873,689,-87
4127,4128,48,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,759,881,701,-58
4128,4129,49,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,752,893,671,-81
4129,4130,50,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,773,884,683,-90
4130,4131,51,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),877,751,874,674,-77
4131,4132,52,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),873,782,874,689,-93
4132,4133,53,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),870,751,878,665,-86
4133,4134,54,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),872,752,884,659,-93
4134,4135,55,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,771,878,685,-86
4135,4136,56,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),872,760,862,704,-56
4136,4137,57,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),870,768,871,680,-88
4137,4138,58,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,771,873,691,-80
4138,4139,59,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),865,750,875,675,-75
4139,4140,60,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),879,751,876,672,-79
4140,4141,1,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),881,795,878,697,-98
4141,4142,2,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,812,876,703,-109
4142,4143,3,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,805,884,685,-120
4143,4144,4,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),874,815,881,677,-138
4144,4145,5,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),871,825,875,694,-131
4145,4146,6,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,808,878,678,-130
4146,4147,7,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,821,879,663,-158
4147,4148,8,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),881,836,867,690,-146
4148,4149,9,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,805,890,652,-153
4149,4150,10,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),881,808,878,681,-127
4150,4151,11,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),889,818,891,679,-139
4151,4152,12,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,806,886,691,-115
4152,4153,13,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),883,803,879,677,-126
4153,4154,14,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),885,797,869,674,-123
4154,4155,15,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),886,815,872,686,-129
4155,4156,16,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),862,805,887,675,-130
4156,4157,17,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,804,879,683,-121
4157,4158,18,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,808,882,676,-132
4158,4159,19,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,810,871,670,-140
4159,4160,20,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,812,879,680,-132
4160,4161,21,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,810,876,698,-112
4161,4162,22,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),875,804,869,686,-118
4162,4163,23,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,806,877,690,-116
4163,4164,24,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,821,873,698,-123
4164,4165,25,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,791,873,690,-101
4165,4166,26,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),886,788,876,678,-110
4166,4167,27,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,783,880,684,-99
4167,4168,28,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),875,786,875,696,-90
4168,4169,29,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,805,869,689,-116
4169,4170,30,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,832,876,688,-144
4170,4171,31,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,795,879,659,-136
4171,4172,32,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),875,797,875,671,-126
4172,4173,33,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,803,876,673,-130
4173,4174,34,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,795,874,688,-107
4174,4175,35,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,806,872,654,-152
4175,4176,36,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,785,887,666,-119
4176,4177,37,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,801,870,693,-108
4177,4178,38,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,812,879,658,-154
4178,4179,39,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),884,789,890,684,-105
4179,4180,40,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,810,878,661,-149
4180,4181,41,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),878,795,867,673,-122
4181,4182,42,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,808,870,695,-113
4182,4183,43,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,784,886,683,-101
4183,4184,44,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,801,880,690,-111
4184,4185,45,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,793,867,709,-84
4185,4186,46,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,799,877,687,-112
4186,4187,47,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,805,876,676,-129
4187,4188,48,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,789,888,688,-101
4188,4189,49,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,801,868,693,-108
4189,4190,50,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,805,879,686,-119
4190,4191,51,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,792,865,696,-96
4191,4192,52,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,793,873,670,-123
4192,4193,53,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),887,789,875,687,-102
4193,4194,54,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,813,876,680,-133
4194,4195,55,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,799,884,661,-138
4195,4196,56,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),878,802,878,695,-107
4196,4197,57,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,813,882,667,-146
4197,4198,58,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),870,801,881,676,-125
4198,4199,59,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,795,877,680,-115
4199,4200,60,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),868,806,880,689,-117
4200,4201,1,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),875,814,881,692,-122
4201,4202,2,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,800,877,673,-127
4202,4203,3,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),881,822,874,673,-149
4203,4204,4,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,841,883,686,-155
4204,4205,5,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,847,871,671,-176
4205,4206,6,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),880,854,876,686,-168
4206,4207,7,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),879,822,877,657,-165
4207,4208,8,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),869,859,877,693,-166
4208,4209,9,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,851,875,680,-171
4209,4210,10,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,859,869,673,-186
4210,4211,11,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,868,884,685,-183
4211,4212,12,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),864,860,874,680,-180
4212,4213,13,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),885,860,890,679,-181
4213,4214,14,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,854,869,661,-193
4214,4215,15,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),883,832,877,693,-139
4215,4216,16,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),882,840,879,677,-163
4216,4217,17,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),885,857,867,668,-189
4217,4218,18,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),873,833,879,701,-132
4218,4219,19,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,860,875,684,-176
4219,4220,20,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),886,862,876,679,-183
4220,4221,21,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),873,880,874,671,-209
4221,4222,22,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,826,866,680,-146
4222,4223,23,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),873,847,889,693,-154
4223,4224,24,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,848,874,692,-156
4224,4225,25,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,844,884,679,-165
4225,4226,26,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,837,875,671,-166
4226,4227,27,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),870,854,875,659,-195
4227,4228,28,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),870,841,863,676,-165
4228,4229,29,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,841,876,677,-164
4229,4230,30,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),890,847,877,681,-166
4230,4231,31,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,859,874,673,-186
4231,4232,32,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,846,875,690,-156
4232,4233,33,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,856,867,694,-162
4233,4234,34,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),882,850,874,668,-182
4234,4235,35,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,845,876,672,-173
4235,4236,36,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,845,876,667,-178
4236,4237,37,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,829,882,671,-158
4237,4238,38,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),872,845,872,687,-158
4238,4239,39,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),860,812,876,672,-140
4239,4240,40,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,846,857,686,-160
4240,4241,41,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,823,874,680,-143
4241,4242,42,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),868,838,870,679,-159
4242,4243,43,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,849,876,662,-187
4243,4244,44,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),861,835,883,674,-161
4244,4245,45,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),864,831,874,687,-144
4245,4246,46,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),883,861,877,679,-182
4246,4247,47,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),886,842,881,657,-185
4247,4248,48,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),867,842,867,680,-162
4248,4249,49,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),868,852,875,684,-168
4249,4250,50,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),872,838,878,671,-167
4250,4251,51,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),867,859,874,668,-191
4251,4252,52,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),871,837,867,683,-154
4252,4253,53,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),886,834,868,683,-151
4253,4254,54,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),863,849,886,669,-180
4254,4255,55,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),879,854,877,697,-157
4255,4256,56,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,863,875,668,-195
4256,4257,57,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),879,844,875,675,-169
